tmdb	title	tagline	release	runtime	genres	overview	poster	backdrop	trailers
41446	Scream 4	New Decade. New Rules.	2011-04-11	111	Horror Mystery 	Sidney Prescott.. now the author of a self-help book.. returns home to Woodsboro on the last stop of her book tour. There she reconnects with Sheriff Dewey and Gale.. who are now married.. as well as her cousin Jill and her Aunt Kate. Unfortunately.. Sidney's appearance also brings about the return of Ghostface.. putting Sidney.. Gale.. and Dewey.. along with Jill.. her friends.. and the whole town of Woodsboro in danger.	/c2gf4gLMEDKciWZIN2XTYUp2J3m.jpg	/8AH2kofZnfiqVxXnmBIVu7KtaDZ.jpg	rdF6JTrTQsg 
807	Se7en	Seven deadly sins. Seven ways to die.	1995-09-22	127	Crime Mystery Thriller 	Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the "seven deadly sins" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind.. while his novice partner.. Mills.. scoffs at his efforts to unravel the case.	/6yoghtyTpznpBik8EngEmJskVUO.jpg	/4U4q1zjIwCZTNkp6RKWkWPuC7uI.jpg	SpKbZ_3zlb0 
4464	Seabiscuit	The hopes of a nation rode on a long shot.	2003-07-22	127	Drama History 	True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.	/5m7NfZvxYsSm2YBCJ2VPQf8ziKr.jpg	/9mxDXwoNLLX1SOeq2uiqEfGg4sN.jpg	8fnYdEGeXbM 
489999	Searching	No one is lost without a trace	2018-08-24	103	Thriller Mystery Drama 	After David Kim's 16-year-old daughter goes missing.. a local investigation is opened and a detective is assigned to the case. But 37 hours later and without a single lead.. David decides to search the one place no one has looked yet.. where all secrets are kept today: his daughter's laptop.	/pk9R56ZFlofbBzfwBnHlDyg5DMs.jpg	/a3ay4lYVIbgXY9QdWveWqtS1lVx.jpg	3Ro9ebQxEOY L8lHX5AP9pU mm_JfhUWy8c 
39486	Secretariat	The Impossible True Story	2010-08-20	123	Drama 	Housewife and mother Penny Chenery agrees to take over her ailing father's Virginia-based Meadow Stables.. despite her lack of horse-racing knowledge. Against all odds.. Chenery - with the help of veteran trainer Lucien Laurin - manages to navigate the male-dominated business.. ultimately fostering the first Triple Crown winner in 25 years.	/9bpAR3ALEfaqosxbi9zpuv9FH7F.jpg	/y2QZ8qCE4YWHo5hGYos26Jy5Req.jpg	UKmuvjL2cVw 
238615	Self/less	God Created Man. Man Created Immortality.	2015-07-10	116	Sci-Fi Mystery Thriller 	An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.	/b03zZZTE17iH6klsInFOlrgfYRN.jpg	/kwPNyQuxp2O6aeNKDjt7wv9lre0.jpg	Mc4sz6neHDs 
58496	Senna	The legend of the greatest driver who ever lived.	2010-10-07	106	Documentary 	Senna's remarkable story.. charting his physical and spiritual achievments on the track and off.. his quest for perfection.. and the mythical status he has since attained.. is the subject of Senna.. a documentary feature that spans the racing legend's years as an F1 driver.. from his opening season in 1984 to his untimely death a decade later.	/nZbLCbRoP6iJq5sr8daHQzjnzFh.jpg	/aIZWB3unrD0MU1OEH8Y9btJxAkF.jpg	sfosF-ZAbR4 
9778	Serendipity	Sometimes True Love Can Have More Than One Face.	2001-10-05	90	Comedy Romance Drama 	Although strangers Sara and Jonathan are both already in relationships.. they realize they have genuine chemistry after a chance encounter – but part company soon after. Years later.. they each yearn to reunite.. despite being destined for the altar. But to give true love a chance.. they have to find one another again.	/Ao1gSjqNXibd9TzhvKtgMddW92n.jpg	/gU7EMTMV3d2ykb9630PAwLSvtSz.jpg	ePU2Ux9JIMM 
11321	Seven Pounds	Seven names. Seven strangers. One secret.	2008-12-18	123	Drama 	An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.	/28lEV4CA93osYhxl2ZDqrgfWtMM.jpg	/2os1WLriyKUXMIPmSXUmZQvrFRP.jpg	hvu2F6t26hs 
978	Seven Years in Tibet	At the end of the world his real journey began.	1997-09-12	127	Adventure Drama History 	Austrian mountaineer.. Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out.. the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Llaso.. Tibet.. where he meets the 14-year-old Dalai Lama.. whose friendship ultimately transforms his outlook on life.	/5euQXAgJ34TdUFl1t3O6Jw2lJAs.jpg	/s90zsx8QQmgkXVhM6TJEYAaWy2I.jpg	TWkrRTPtKss 
10555	Shark Tale	Behind every little fish is a great white lie.	2004-09-20	90	Animation Action Comedy Family 	Oscar is a small fish whose big aspirations often get him into trouble. Meanwhile.. Lenny is a great white shark with a surprising secret that no sea creature would guess: He's a vegetarian. When a lie turns Oscar into an improbable hero and Lenny becomes an outcast.. the two form an unlikely friendship.	/r08DpyPyhXcJTfNZAICNGMzcQ8l.jpg	/z1oPj03g6b9F5VyUTyQMp7IJ7Y9.jpg	mp2SbaK8dDg 1VX7g_4IVfU 
287947	Shazam!	Just Say The Word	2019-03-29	127	Action Comedy Fantasy 	A boy is given the ability to become an adult superhero in times of need with a single magic word.	/xnopI5Xtky18MPhK40cZAGAOVeV.jpg	/OIGX2lm5tmlCKvZUghtwHzoxxO.jpg	go6GEIrcvFY yJCbtNZ18O8 uilJZZ_iVwY 
10314	She's All That	These two opposites attract... but EVERYONE'S trying to keep them apart!	1999-01-29	95	Comedy Romance 	High school hotshot Zach Siler is the envy of his peers. But his popularity declines sharply when his cheerleader girlfriend.. Taylor.. leaves him for sleazy reality-television star Brock Hudson. Desperate to revive his fading reputation.. Siler agrees to a seemingly impossible challenge. He has six weeks to gain the trust of nerdy outcast Laney Boggs -- and help her to become the school's next prom queen.	/a0pepZNFCjggc7Na9gEwbTI1f46.jpg	/anxcsuJ6OHM6NIDz7s1pWhRaEh.jpg	kI9fYsgduGE 
34016	She's Out of My League	When she's this hot.. You get one shot.	2010-03-11	104	Comedy Romance 	When he starts dating drop-dead gorgeous Molly.. insecure airport security agent Kirk can't believe it. As his friends and family share their doubts about the relationship lasting.. Kirk does everything he can to avoid losing Molly forever.	/wTy3rtmbgJkClR492q6FBbtdeMb.jpg	/i80wifLk9w3q4Pq9UOPlfrsjKY1.jpg	oWJJGXvL7PM 
10528	Sherlock Holmes	Nothing escapes him.	2009-12-23	127	Action Adventure Crime Mystery 	Eccentric consulting detective.. Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.	/momkKuWburNTqKBF6ez7rvhYVhE.jpg	/m6u6g5L9FYZdqL1lmChqUkALApH.jpg	LiBzbNk0lZ0 
58574	Sherlock Holmes: A Game of Shadows	The game is afoot.	2011-11-22	127	Adventure Action Crime Mystery 	There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal.. but his capacity for evil and lack of conscience may give him an advantage over the  detective.	/y1MYZkwhZK6L0Jy4YMuPktzDOfn.jpg	/lWNASscWXn32Asr9vkB1wq6cKvD.jpg	DzPHzAR9GYw 9FozQnaEZl8 
7485	Shooter	Yesterday was about honor. Today is about justice.	2007-03-22	124	Action Drama Mystery Thriller Crime 	A marksman living in exile is coaxed back into action after learning of a plot to kill the president. Ultimately double-crossed and framed for the attempt.. he goes on the run to track the real killer and find out who exactly set him up.. and why??	/fSpxlya2TQ4zXEcTdmN3bjtiSZJ.jpg	/pOaMs7jTMlVtXzRSitRBNIwSC62.jpg	-6jgkXHdNi4 
339692	Shot Caller	Some criminals are made in prison	2017-07-13	121	Crime Drama Thriller 	A newly-released prison gangster is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.	/qLmLz2wtyYvmW8Ult3l2ngOnW8v.jpg	/hehboYLXB3m90x9ybiBsupwuifL.jpg	Xm157yQ7g1E 8wAtS2RMkdA 
808	Shrek	The greatest fairy tale never told.	2001-05-18	90	Adventure Animation Comedy Family Fantasy 	It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon.. Shrek teams up with an unlikely compatriot -- a wisecracking donkey.	/o04jZs5SXhbvhqO4981W7KJXOWZ.jpg	/2l5UHZBcp9cx1PwKLdisJ0gV9jB.jpg	W37DlG1i61s 
809	Shrek 2	Once upon another time...	2004-05-19	93	Adventure Animation Comedy Family Fantasy 	Shrek.. Fiona and Donkey set off to Far.. Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along.. and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.	/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg	/eYnigMezyPLEOFykWr2sYucnIJQ.jpg	V6X5ti4YlG8 SL0nxoBqbxY dB7a9utApIQ A_HjMIjzyMU mQxJKLJda24 
10192	Shrek Forever After	It ain't Ogre... Til it's Ogre	2010-05-16	93	Comedy Adventure Fantasy Animation Family 	A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again.. but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king.. ogres are hunted.. and he and Fiona have never met—he sets out to restore his world and reclaim his true love.	/6HrfPZtKcGmX2tUWW3cnciZTaSD.jpg	/6SOTgqVw53ZoOpHEZ7T457c4Ixz.jpg	u7__TG7swg0 WV8bbMxPBdc 
810	Shrek the Third	He’s in for the Royal Treatment.	2007-05-17	93	Fantasy Adventure Animation Comedy Family 	The King of Far Far Away has died and Shrek and Fiona are to become King & Queen. However.. Shrek wants to return to his cozy swamp and live in peace and quiet.. so when he finds out there is another heir to the throne.. they set off to bring him back to rule the kingdom.	/1V5pspgnFCXXWd9DddHBVIF2275.jpg	/lxbKrBo1wZ2U9BS1jiZyNe3qI4J.jpg	InR865IDDjU 
11324	Shutter Island	Someone is missing	2010-02-14	127	Drama Thriller Mystery 	World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane.. but his efforts are compromised by his troubling visions and also by a mysterious doctor.	/kve20tXwUZpu4GUX8l6X7Z4jmL6.jpg	/8xt8AMb1OKC63AdhNSaYBWxB4Iq.jpg	qdPw9x9h5CY 
273481	Sicario	The border is just another line to cross.	2015-09-17	122	Action Crime Thriller 	An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.	/tw0lXhbNkklvseuJ4aYldkVyXV7.jpg	/uo2uaD6vNi62gyf13UMQ3cp7z4O.jpg	7XLQ1bkSLDo 5PwwJ-18Y9g Yfhu5JIxnZc ymx2jrknr3I 
400535	Sicario: Day of the Soldado	No rules this time	2018-06-27	123	Action Crime Drama Thriller 	Agent Matt Graver teams up with operative Alejandro Gillick to prevent Mexican drug cartels from smuggling terrorists across the United States border.	/msqWSQkU403cQKjQHnWLnugv7EY.jpg	/13VjjUeJ6mcDUB36XRu4YFpYNSm.jpg	Pymm6cmE9uQ sIMChzE_aCo 
9675	Sideways	In search of wine. In search of women. In search of themselves.	2004-10-22	127	Comedy Drama Romance 	Two middle-aged men embark on a spiritual journey through Californian wine country. One is an unpublished novelist suffering from depression.. and the other is only days away from walking down the aisle.	/z2tAVnqW8dJvuEQfQMXhU7dcaKk.jpg	/rGSZCcciB8mB4wPdc81SDW8kIlZ.jpg	Pqbz8yojxBY 
2675	Signs	It’s not like they didn’t warn us.	2002-08-02	106	Drama Thriller Sci-Fi Mystery 	A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.	/hyZkNEbNgnciUVTyu4NZTjlCh4L.jpg	/aMiI1j9L8V1EBL0CNZaekQC9AW3.jpg	F5-Lv4CJmFM 
68730	Silence	Pray with your eyes open	2016-12-22	127	Drama History 	Two Jesuit priests travel to seventeenth century Japan which has.. under the Tokugawa shogunate.. banned Catholicism and almost all foreign contact.	/wO8XKAt3JUpdij27gIq6Maq4JMp.jpg	/lU9rDQJPDxtb3p0ix31BVXyXV71.jpg	yfcJ_gbbNMk BfBlYvkbtfs cuTjBL28l0U 
588	Silent Hill	We've been expecting you.	2006-04-21	125	Horror Mystery 	In search for answers.. a mother travels to the enigmatic town of Silent Hill when her daughter begins to suffer recurring nightmares related to the place. It doesn't take long for her to discover its home to beings as equally haunting as the town itself.	/odpKW2KL9PgSD6i1uldDoaR2f40.jpg	/jDaQpUAbGkzSczAPyCWTnI0izn2.jpg	WWMGZe6iucw 
82693	Silver Linings Playbook	Watch For The Signs	2012-09-08	122	Drama Comedy Romance 	After spending eight months in a mental institution.. a former teacher moves back in with his parents and tries to reconcile with his ex-wife.	/y7iOVneBvITlBdhy6tVqXVOa1Js.jpg	/t5cuFKDgf5hRWYpRZ3jAANu5kPr.jpg	EI_3ywJLQio 
187	Sin City	Walk down the right back alley in Sin City and you can find anything...	2005-04-01	124	Action Thriller Crime 	Welcome to Sin City. This town beckons to the tough.. the corrupt.. the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops.. sexy dames.. desperate vigilantes. Some are seeking revenge.. others lust after redemption.. and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.	/8qGW691AOyqbKsEhpe7nHwMEbRe.jpg	/h7EkLFDAQGrebhooz1G6qZenQFl.jpg	T2Dj6ktPU5c PRtz8JQw01A 
14411	Sinbad: Legend of the Seven Seas	Rescues are not part of the usual tourist package.	2003-07-02	86	Family Animation Adventure Comedy Fantasy Action 	The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace.. and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.	/yiW2L1fDiBT7AeWXrykhTNtPrr8.jpg	/9seBrjaPfX08LqM1kQVVZ6Xd3Bp.jpg	bRsdyOck9IY 
335797	Sing	Auditions begin 2016.	2016-11-23	108	Animation Comedy Drama Family 	A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.	/lW0kUtXTOVlHTVhDO2VzNBACAHX.jpg	/z9ft5HYHzWcasR6SGcgeluxTznB.jpg	9zXiaDhAEwY Zvjmt4pwtdg guztEQ7DkaE GIgXWuLQPFY PvC_VBJyh8c 
872	Singin' in the Rain	What a Glorious Feeling!	1952-04-09	103	Comedy Music Romance 	In 1927 Hollywood.. a silent film production company and cast make a difficult transition to sound.	/w03EiJVHP8Un77boQeE7hg9DVdU.jpg	/kOJHfBhGCeBjLjAWw2SHLAztlmf.jpg	fNgSBMDPYeg JP0YZk3jSGA 5_EVHeNEIJY 
37724	Skyfall	Think on your sins.	2012-10-25	127	Action Adventure Thriller 	When Bond's latest assignment goes gravely wrong and agents around the world are exposed.. MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory.. the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out.. M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent.. Eve - following a trail to the mysterious Silva.. whose lethal and hidden motives have yet to reveal themselves.	/i3pzXFFLePz5hro9uaVk0E4ZPAO.jpg	/hoQhlAskVNgLQhArnH7reWP4pUp.jpg	24mTIE4D9JM 6kw1UVovByw YvV3g8hLlyU 
447200	Skyscraper	Don't look down	2018-07-11	102	Action 	Framed and on the run.. a former FBI agent must save his family from a blazing fire in the world's tallest building.	/5LYSsOPzuP13201qSzMjNxi8FxN.jpg	/oMKFQmoVgB69fyXfSMu0lGlHJP2.jpg	t9QePUT-Yt8 _pIEzZVqwFs 
819	Sleepers	When friendship runs deeper than blood	1996-10-18	127	Crime Drama Thriller 	Two gangsters seek revenge on the state jail worker who during their stay at a youth prison sexually abused them. A sensational court hearing takes place to charge him for the crimes.	/urVlSfM8lVVKurnN5rWXx7t8Pz8.jpg	/ihzoVuVzKaiellCtv9jOuHMYWXm.jpg	rNaMAgf4ErE 
324542	Sleepless	Don't judge a cop by his cover.	2017-01-12	95	Action Crime Thriller 	Undercover Las Vegas police officer Vincent Downs.. who has got a lot of enemies.. is caught in a high stakes web of corrupt cops and the mob-controlled casino underground. When a heist goes wrong.. a crew of homicidal gangsters gets T.. Downs’ teenage son. In one sleepless night.. he will have to rescue his son T (who they got).. evade an internal affairs investigation and bring the kidnappers to justice.	/9WkUSY33MDPGmz0vtzbsfaxTHVa.jpg	/9VEOQvCnd8T8wILgyqjKgyhALw4.jpg	Cp3Yr0PjXMs dA7JW9Zj2-g 
858	Sleepless in Seattle	What if someone you never met.. someone you never saw.. someone you never knew was the only someone for you?	1993-06-24	105	Comedy Drama Romance 	A young boy who tries to set his dad up on a date after the death of his mother. He calls into a radio station to talk about his dad's loneliness which soon leads the dad into meeting a journalist.. Annie who flies to Seattle.. to write a story about the boy and his dad. Yet Annie ends up with more than just a story in this popular romantic comedy.	/2RYvPaAj3EODzReumq9H4VbAMu0.jpg	/7zzowh58WPIQATRoBQDvvJL96Fw.jpg	-Lj2U-cmyek 
223485	Slow West	Wanted Dead or Dead	2015-04-16	84	Romance Thriller Western Drama Action 	In the Old West.. a 17-year-old Scottish boy teams up with a mysterious gunman to find the woman with whom he is infatuated.	/i1P8CZmq5xW91Fi1G5y7QHTRysH.jpg	/36N1oJV4XHLR9Ajzc2MIJECjwnd.jpg	pFfsTsdJfF8 
12405	Slumdog Millionaire	What does it take to find a lost love? A. Money.. B. Luck.. C. Smarts.. D. Destiny	2008-05-12	120	Drama Romance 	Jamal Malik is an impoverished Indian teen who becomes a contestant on the Hindi version of ‘Who Wants to Be a Millionaire?’ but.. after he wins.. he is suspected of cheating.	/5WU6uusqJrLfiBaNs3KpF4o8Lnj.jpg	/9IZvClXvhSxlp41eT0CyUEsyjqy.jpg	AIzbwV7on6Q 
